INPUT:image	OUTPUT:result	CONFIDENCE:result	
unlabelled/3513.png	yes	100.00%	
unlabelled/2527.png	no	99.99%	
unlabelled/5931.png	yes	100.00%	
unlabelled/4335.png	no	99.98%	
unlabelled/6323.png	no	99.99%	
unlabelled/5367.png	no	99.99%	
unlabelled/5987.png	no	99.99%	
unlabelled/4180.png	no	100.00%	
unlabelled/8027.png	no	99.99%	
unlabelled/2371.png	no	99.99%	
unlabelled/8451.png	other	99.99%	
unlabelled/6563.png	other	100.00%	
unlabelled/7027.png	no	99.99%	
unlabelled/2858.png	no	100.00%	
unlabelled/3698.png	no	99.99%	
unlabelled/2877.png	yes	99.99%	
unlabelled/3242.png	no	99.98%	
unlabelled/2574.png	no	99.99%	
unlabelled/4714.png	yes	99.99%	
unlabelled/5949.png	no	99.98%	
unlabelled/3594.png	no	99.99%	
unlabelled/2869.png	no	99.99%	
unlabelled/5375.png	no	99.96%	
unlabelled/3497.png	no	99.99%	
unlabelled/2075.png	no	100.00%	
unlabelled/3451.png	no	99.99%	
unlabelled/6137.png	no	100.00%	
unlabelled/7852.png	no	99.98%	
unlabelled/4916.png	no	99.99%	
unlabelled/8107.png	no	100.00%	
unlabelled/5197.png	other	100.00%	
unlabelled/7443.png	no	99.99%	
unlabelled/5137.png	no	99.99%	
unlabelled/2682.png	no	99.99%	
unlabelled/6899.png	no	99.99%	
unlabelled/3296.png	other	100.00%	
unlabelled/5775.png	no	99.99%	
unlabelled/2785.png	no	100.00%	
unlabelled/7503.png	no	99.98%	
unlabelled/6618.png	no	99.99%	
unlabelled/6111.png	no	99.93%	
unlabelled/5608.png	no	99.99%	
unlabelled/3263.png	no	99.99%	
unlabelled/5938.png	no	100.00%	
unlabelled/6060.png	no	100.00%	
unlabelled/5551.png	no	100.00%	
unlabelled/4784.png	no	99.99%	
unlabelled/5318.png	no	99.99%	
unlabelled/5292.png	no	99.98%	
unlabelled/7399.png	no	99.99%	
unlabelled/2060.png	no	100.00%	
unlabelled/6143.png	no	100.00%	
unlabelled/7650.png	no	100.00%	
unlabelled/3281.png	no	99.99%	
unlabelled/5224.png	no	100.00%	
unlabelled/2883.png	other	100.00%	
unlabelled/6081.png	no	99.99%	
unlabelled/3067.png	no	100.00%	
unlabelled/7589.png	no	99.99%	
unlabelled/2097.png	other	100.00%	
unlabelled/6499.png	other	100.00%	
unlabelled/7546.png	yes	100.00%	
unlabelled/2563.png	no	99.99%	
unlabelled/7281.png	no	99.99%	
unlabelled/4828.png	no	100.00%	
unlabelled/3199.png	no	100.00%	
unlabelled/3129.png	no	100.00%	
unlabelled/7795.png	no	99.99%	
unlabelled/5957.png	no	99.99%	
unlabelled/2076.png	no	99.99%	
unlabelled/4302.png	no	100.00%	
unlabelled/8315.png	no	99.99%	
unlabelled/5147.png	no	99.99%	
unlabelled/6510.png	no	99.99%	
unlabelled/5637.png	yes	100.00%	
unlabelled/5622.png	no	99.99%	
unlabelled/7661.png	no	99.99%	
unlabelled/7538.png	yes	100.00%	
unlabelled/3665.png	no	100.00%	
unlabelled/4262.png	no	99.99%	
unlabelled/3143.png	no	100.00%	
unlabelled/5274.png	no	100.00%	
unlabelled/2341.png	no	99.99%	
unlabelled/4356.png	no	100.00%	
unlabelled/7476.png	no	99.99%	
unlabelled/8217.png	other	99.99%	
unlabelled/5709.png	yes	100.00%	
unlabelled/4882.png	no	100.00%	
unlabelled/7994.png	no	100.00%	
unlabelled/7892.png	other	100.00%	
unlabelled/2739.png	yes	100.00%	
unlabelled/3385.png	no	99.99%	
unlabelled/5515.png	no	99.99%	
unlabelled/6145.png	no	99.99%	
unlabelled/2880.png	other	99.99%	
unlabelled/2360.png	no	100.00%	
unlabelled/7176.png	no	99.99%	
unlabelled/5428.png	no	100.00%	
unlabelled/5400.png	yes	100.00%	
unlabelled/2174.png	no	99.99%	
unlabelled/3879.png	no	100.00%	
unlabelled/6600.png	no	99.94%	
unlabelled/2147.png	other	99.99%	
unlabelled/2268.png	no	99.99%	
unlabelled/3418.png	no	100.00%	
unlabelled/7955.png	no	99.99%	
unlabelled/8093.png	no	99.99%	
unlabelled/5883.png	no	99.98%	
unlabelled/6842.png	no	99.99%	
unlabelled/8086.png	no	99.99%	
unlabelled/2202.png	no	99.99%	
unlabelled/7752.png	no	99.99%	
unlabelled/5074.png	yes	100.00%	
unlabelled/6021.png	other	100.00%	
unlabelled/4951.png	no	96.98%	
unlabelled/3954.png	no	99.97%	
unlabelled/6759.png	no	99.87%	
unlabelled/2339.png	no	99.99%	
unlabelled/6152.png	no	99.87%	
unlabelled/2318.png	no	99.98%	
unlabelled/3094.png	yes	100.00%	
unlabelled/3597.png	no	99.99%	
unlabelled/4130.png	yes	100.00%	
unlabelled/3173.png	other	100.00%	
unlabelled/7211.png	no	99.99%	
unlabelled/8449.png	no	99.99%	
unlabelled/7029.png	no	99.99%	
unlabelled/5556.png	no	99.99%	
unlabelled/5681.png	no	99.99%	
unlabelled/3155.png	no	94.42%	
unlabelled/2209.png	no	99.99%	
unlabelled/3869.png	no	99.97%	
unlabelled/3093.png	no	99.95%	
unlabelled/3650.png	no	99.99%	
unlabelled/5150.png	other	100.00%	
unlabelled/4034.png	no	99.99%	
unlabelled/8400.png	no	99.99%	
unlabelled/6748.png	no	99.99%	
unlabelled/8445.png	no	100.00%	
unlabelled/5803.png	no	99.99%	
unlabelled/4350.png	no	99.99%	
unlabelled/3498.png	no	99.99%	
unlabelled/8263.png	no	84.73%	
unlabelled/3079.png	no	99.99%	
unlabelled/6861.png	no	99.99%	
unlabelled/5750.png	other	99.99%	
unlabelled/5027.png	no	99.99%	
unlabelled/6896.png	no	99.99%	
unlabelled/3992.png	no	99.99%	
unlabelled/8098.png	other	100.00%	
unlabelled/6073.png	no	99.99%	
unlabelled/4845.png	no	100.00%	
unlabelled/4540.png	yes	99.99%	
unlabelled/4447.png	no	99.99%	
unlabelled/8487.png	other	99.99%	
unlabelled/3097.png	no	99.99%	
unlabelled/5120.png	no	99.99%	
unlabelled/7384.png	no	99.99%	
unlabelled/2004.png	no	99.99%	
unlabelled/6657.png	no	96.90%	
unlabelled/6019.png	no	99.98%	
unlabelled/4058.png	no	99.99%	
unlabelled/7318.png	no	99.99%	
unlabelled/4213.png	other	99.99%	
unlabelled/6856.png	other	99.93%	
unlabelled/5418.png	other	99.99%	
unlabelled/5474.png	other	99.99%	
unlabelled/7710.png	no	100.00%	
unlabelled/5634.png	no	99.99%	
unlabelled/7704.png	no	100.00%	
unlabelled/4829.png	yes	100.00%	
unlabelled/3750.png	no	100.00%	
unlabelled/4614.png	yes	99.99%	
unlabelled/7444.png	no	99.87%	
unlabelled/8066.png	no	99.99%	
unlabelled/8155.png	no	100.00%	
unlabelled/2890.png	no	99.99%	
unlabelled/4094.png	no	100.00%	
unlabelled/3363.png	no	99.99%	
unlabelled/5036.png	no	99.99%	
unlabelled/2872.png	no	99.99%	
unlabelled/8146.png	other	100.00%	
unlabelled/7773.png	other	100.00%	
unlabelled/2427.png	other	100.00%	
unlabelled/6702.png	no	100.00%	
unlabelled/4659.png	no	100.00%	
unlabelled/2726.png	no	100.00%	
unlabelled/2310.png	no	100.00%	
unlabelled/2309.png	other	100.00%	
unlabelled/7968.png	no	100.00%	
unlabelled/8223.png	no	99.99%	
unlabelled/4110.png	no	100.00%	
unlabelled/6521.png	other	99.99%	
unlabelled/2672.png	no	99.99%	
unlabelled/4311.png	no	99.99%	
unlabelled/4974.png	other	99.99%	
unlabelled/2485.png	no	100.00%	
unlabelled/7630.png	yes	100.00%	
unlabelled/7168.png	no	99.99%	
unlabelled/5222.png	no	99.99%	
unlabelled/7502.png	other	100.00%	
unlabelled/6993.png	no	99.99%	
unlabelled/3495.png	yes	100.00%	
unlabelled/4199.png	yes	100.00%	
unlabelled/2210.png	no	99.99%	
unlabelled/3373.png	yes	100.00%	
unlabelled/3584.png	no	99.99%	
unlabelled/3994.png	no	100.00%	
unlabelled/7224.png	no	100.00%	
unlabelled/5293.png	no	99.99%	
unlabelled/8313.png	no	99.99%	
unlabelled/5810.png	no	100.00%	
unlabelled/7760.png	no	100.00%	
unlabelled/8251.png	no	100.00%	
unlabelled/5309.png	yes	100.00%	
unlabelled/8108.png	no	100.00%	
unlabelled/3295.png	no	100.00%	
unlabelled/7373.png	other	100.00%	
unlabelled/3065.png	no	100.00%	
unlabelled/3422.png	no	99.99%	
unlabelled/4390.png	no	100.00%	
unlabelled/5577.png	no	99.99%	
unlabelled/5549.png	other	99.99%	
unlabelled/3135.png	no	100.00%	
unlabelled/8268.png	no	99.99%	
unlabelled/6974.png	no	99.99%	
unlabelled/2331.png	no	99.99%	
unlabelled/7946.png	other	100.00%	
unlabelled/2747.png	yes	100.00%	
unlabelled/7965.png	no	99.99%	
unlabelled/6821.png	yes	100.00%	
unlabelled/2800.png	no	99.99%	
unlabelled/6836.png	no	99.99%	
unlabelled/4902.png	no	99.99%	
unlabelled/3511.png	other	100.00%	
unlabelled/2732.png	other	99.99%	
unlabelled/6135.png	no	100.00%	
unlabelled/5295.png	no	98.58%	
unlabelled/6438.png	other	99.99%	
unlabelled/3123.png	no	99.99%	
unlabelled/6481.png	no	99.99%	
unlabelled/4426.png	other	100.00%	
unlabelled/7781.png	no	100.00%	
unlabelled/2983.png	no	99.98%	
unlabelled/3977.png	no	99.99%	
unlabelled/5741.png	no	99.99%	
unlabelled/7024.png	other	100.00%	
unlabelled/7017.png	no	99.99%	
unlabelled/7563.png	no	99.99%	
unlabelled/7715.png	yes	100.00%	
unlabelled/3121.png	yes	100.00%	
unlabelled/3842.png	no	100.00%	
unlabelled/7803.png	no	100.00%	
unlabelled/2862.png	no	99.99%	
unlabelled/6159.png	no	100.00%	
unlabelled/6762.png	yes	100.00%	
unlabelled/3057.png	yes	99.99%	
unlabelled/4884.png	no	99.99%	
unlabelled/6888.png	no	99.99%	
unlabelled/8372.png	no	100.00%	
unlabelled/7833.png	no	99.99%	
unlabelled/3023.png	no	99.99%	
unlabelled/3825.png	no	100.00%	
unlabelled/4185.png	no	99.99%	
unlabelled/7178.png	no	99.99%	
unlabelled/6631.png	other	100.00%	
unlabelled/5753.png	no	99.99%	
unlabelled/2375.png	no	99.99%	
unlabelled/3990.png	no	100.00%	
unlabelled/5900.png	no	100.00%	
unlabelled/3607.png	yes	100.00%	
unlabelled/4233.png	no	99.99%	
unlabelled/3890.png	no	99.99%	
unlabelled/7389.png	no	100.00%	
unlabelled/6578.png	yes	100.00%	
unlabelled/2859.png	yes	100.00%	
unlabelled/5613.png	no	99.99%	
unlabelled/5510.png	other	100.00%	
unlabelled/2938.png	no	99.99%	
unlabelled/5007.png	other	100.00%	
unlabelled/7005.png	no	100.00%	
unlabelled/2285.png	no	99.99%	
unlabelled/7923.png	no	99.85%	
unlabelled/2977.png	no	99.99%	
unlabelled/3081.png	yes	100.00%	
unlabelled/7787.png	no	99.96%	
unlabelled/6367.png	no	99.99%	
unlabelled/4115.png	other	100.00%	
unlabelled/2535.png	no	99.99%	
unlabelled/6024.png	yes	100.00%	
unlabelled/5702.png	no	100.00%	
unlabelled/2279.png	no	99.99%	
unlabelled/2267.png	no	99.99%	
unlabelled/2998.png	yes	100.00%	
unlabelled/8364.png	no	99.99%	
unlabelled/7565.png	no	99.99%	
unlabelled/8212.png	no	99.99%	
unlabelled/3109.png	other	95.84%	
unlabelled/3345.png	no	99.98%	
unlabelled/4750.png	yes	100.00%	
unlabelled/2717.png	no	99.97%	
unlabelled/5467.png	no	99.99%	
unlabelled/3843.png	no	99.97%	
unlabelled/5889.png	no	99.99%	
unlabelled/4725.png	no	99.99%	
unlabelled/3017.png	no	99.99%	
unlabelled/2942.png	no	99.99%	
unlabelled/7908.png	no	99.99%	
unlabelled/2534.png	other	99.99%	
unlabelled/4996.png	yes	100.00%	
unlabelled/2821.png	no	99.99%	
unlabelled/2875.png	other	97.90%	
unlabelled/5035.png	no	99.99%	
unlabelled/3918.png	yes	99.99%	
unlabelled/3711.png	no	99.99%	
unlabelled/5382.png	no	100.00%	
unlabelled/8390.png	yes	99.99%	
unlabelled/5217.png	other	100.00%	
unlabelled/7918.png	yes	99.99%	
unlabelled/7776.png	no	99.99%	
unlabelled/2274.png	yes	100.00%	
unlabelled/3914.png	no	100.00%	
unlabelled/3857.png	no	100.00%	
unlabelled/8022.png	yes	100.00%	
unlabelled/3237.png	yes	100.00%	
unlabelled/5234.png	yes	99.99%	
unlabelled/2424.png	no	96.00%	
unlabelled/3876.png	no	99.99%	
unlabelled/4203.png	yes	100.00%	
unlabelled/6823.png	no	100.00%	
unlabelled/3038.png	no	99.99%	
unlabelled/2915.png	yes	99.99%	
unlabelled/8154.png	yes	100.00%	
unlabelled/3940.png	no	99.99%	
unlabelled/7917.png	no	99.98%	
unlabelled/3300.png	no	99.99%	
unlabelled/6386.png	no	100.00%	
unlabelled/6197.png	other	99.99%	
unlabelled/6979.png	no	99.99%	
unlabelled/3529.png	other	100.00%	
unlabelled/5843.png	other	99.99%	
unlabelled/4529.png	no	100.00%	
unlabelled/3851.png	no	100.00%	
unlabelled/7678.png	no	100.00%	
unlabelled/7306.png	no	100.00%	
unlabelled/2045.png	no	99.99%	
unlabelled/4953.png	no	99.99%	
unlabelled/3588.png	no	100.00%	
unlabelled/4116.png	no	99.99%	
unlabelled/5021.png	yes	100.00%	
unlabelled/7799.png	no	99.99%	
unlabelled/3309.png	no	100.00%	
unlabelled/4192.png	other	100.00%	
unlabelled/4159.png	no	99.99%	
unlabelled/8207.png	no	99.99%	
unlabelled/5124.png	other	100.00%	
unlabelled/5435.png	yes	100.00%	
unlabelled/7374.png	no	99.99%	
unlabelled/8472.png	no	100.00%	
unlabelled/2778.png	yes	100.00%	
unlabelled/6890.png	no	99.99%	
unlabelled/7537.png	no	100.00%	
unlabelled/4477.png	no	100.00%	
unlabelled/3313.png	yes	100.00%	
unlabelled/7161.png	no	100.00%	
unlabelled/8430.png	no	99.99%	
unlabelled/3904.png	no	99.99%	
unlabelled/3071.png	no	99.95%	
unlabelled/3409.png	no	99.99%	
unlabelled/8195.png	no	99.99%	
unlabelled/2634.png	no	100.00%	
unlabelled/5530.png	no	99.96%	
unlabelled/3468.png	no	99.99%	
unlabelled/2618.png	no	100.00%	
unlabelled/8303.png	no	99.99%	
unlabelled/6740.png	other	100.00%	
unlabelled/8029.png	no	99.99%	
unlabelled/4857.png	other	100.00%	
unlabelled/7110.png	no	99.93%	
unlabelled/2844.png	no	99.99%	
unlabelled/4402.png	no	99.99%	
unlabelled/4463.png	no	100.00%	
unlabelled/6587.png	no	99.99%	
unlabelled/6206.png	yes	100.00%	
unlabelled/7596.png	other	100.00%	
unlabelled/3340.png	yes	100.00%	
unlabelled/7397.png	yes	100.00%	
unlabelled/7091.png	no	99.98%	
unlabelled/7012.png	no	100.00%	
unlabelled/4954.png	other	100.00%	
unlabelled/8124.png	other	100.00%	
unlabelled/7906.png	no	100.00%	
unlabelled/3701.png	no	100.00%	
unlabelled/8023.png	no	99.99%	
unlabelled/8261.png	no	99.99%	
unlabelled/4921.png	no	99.95%	
unlabelled/7200.png	no	99.99%	
unlabelled/7290.png	yes	100.00%	
unlabelled/4395.png	no	99.99%	
unlabelled/2696.png	other	100.00%	
unlabelled/2841.png	no	100.00%	
unlabelled/2860.png	yes	99.99%	
unlabelled/5199.png	no	99.85%	
unlabelled/7131.png	no	97.91%	
unlabelled/2680.png	no	99.97%	
unlabelled/2072.png	no	99.98%	
unlabelled/4952.png	no	99.99%	
unlabelled/4319.png	no	99.99%	
unlabelled/2393.png	no	100.00%	
unlabelled/6353.png	no	100.00%	
unlabelled/8061.png	no	100.00%	
unlabelled/3341.png	no	100.00%	
unlabelled/7690.png	no	99.99%	
unlabelled/3828.png	no	99.99%	
unlabelled/5693.png	no	99.98%	
unlabelled/4068.png	no	99.98%	
unlabelled/8228.png	no	99.99%	
unlabelled/7838.png	no	99.96%	
unlabelled/7963.png	no	99.99%	
unlabelled/3938.png	no	100.00%	
unlabelled/7045.png	yes	100.00%	
unlabelled/3580.png	other	99.99%	
unlabelled/4875.png	no	100.00%	
unlabelled/6526.png	yes	100.00%	
unlabelled/8318.png	no	99.99%	
unlabelled/6337.png	no	99.99%	
unlabelled/6590.png	no	99.99%	
unlabelled/5227.png	no	99.98%	
unlabelled/7333.png	no	99.90%	
unlabelled/4765.png	no	99.99%	
unlabelled/4456.png	no	99.80%	
unlabelled/6273.png	other	100.00%	
unlabelled/7839.png	no	99.99%	
unlabelled/5568.png	no	99.99%	
unlabelled/2727.png	no	100.00%	
unlabelled/4649.png	no	99.99%	
unlabelled/7536.png	no	99.98%	
unlabelled/5997.png	other	100.00%	
unlabelled/6242.png	no	99.99%	
unlabelled/2724.png	no	99.99%	
unlabelled/6098.png	no	99.99%	
unlabelled/2300.png	yes	100.00%	
unlabelled/3041.png	no	99.99%	
unlabelled/3184.png	other	99.99%	
unlabelled/4256.png	no	99.99%	
unlabelled/6817.png	no	99.99%	
unlabelled/2935.png	no	99.99%	
unlabelled/4088.png	no	99.99%	
unlabelled/3069.png	no	99.99%	
unlabelled/6818.png	no	99.99%	
unlabelled/6322.png	no	99.99%	
unlabelled/2232.png	yes	100.00%	
unlabelled/5494.png	no	100.00%	
unlabelled/5711.png	no	100.00%	
unlabelled/6101.png	no	99.99%	
unlabelled/7860.png	no	99.99%	
unlabelled/8267.png	other	99.99%	
unlabelled/7243.png	no	99.99%	
unlabelled/8314.png	no	99.19%	
unlabelled/3792.png	no	99.99%	
unlabelled/5757.png	no	99.96%	
unlabelled/6385.png	other	100.00%	
unlabelled/3191.png	no	100.00%	
unlabelled/6338.png	no	100.00%	
unlabelled/4695.png	no	99.93%	
unlabelled/3519.png	other	100.00%	
unlabelled/4006.png	no	99.99%	
unlabelled/3308.png	no	100.00%	
unlabelled/6279.png	other	100.00%	
unlabelled/5442.png	no	98.20%	
unlabelled/5229.png	no	99.87%	
unlabelled/7942.png	other	100.00%	
unlabelled/3829.png	yes	99.99%	
unlabelled/7383.png	yes	100.00%	
unlabelled/3741.png	no	100.00%	
unlabelled/5082.png	no	99.99%	
unlabelled/6885.png	no	99.99%	
unlabelled/2671.png	no	100.00%	
unlabelled/2876.png	other	100.00%	
unlabelled/7369.png	no	100.00%	
unlabelled/2024.png	yes	100.00%	
unlabelled/2899.png	no	100.00%	
unlabelled/5411.png	other	99.99%	
unlabelled/3654.png	yes	100.00%	
unlabelled/3162.png	other	100.00%	
unlabelled/5694.png	no	99.99%	
unlabelled/6380.png	no	99.99%	
unlabelled/2541.png	other	100.00%	
unlabelled/2433.png	no	99.99%	
unlabelled/4947.png	other	100.00%	
unlabelled/2639.png	other	63.37%	
unlabelled/4653.png	yes	100.00%	
unlabelled/3929.png	no	99.99%	
unlabelled/6519.png	yes	100.00%	
unlabelled/4273.png	no	99.99%	
unlabelled/2020.png	other	100.00%	
unlabelled/2720.png	no	99.99%	
unlabelled/7308.png	no	100.00%	
unlabelled/5801.png	no	99.97%	
unlabelled/4877.png	no	99.99%	
unlabelled/7189.png	no	99.99%	
unlabelled/5444.png	other	100.00%	
unlabelled/5329.png	no	99.96%	
unlabelled/7931.png	no	99.99%	
unlabelled/3509.png	other	100.00%	
unlabelled/4624.png	yes	100.00%	
unlabelled/7032.png	no	99.99%	
unlabelled/7482.png	no	99.98%	
unlabelled/4263.png	no	99.98%	
unlabelled/3955.png	other	99.99%	
unlabelled/3686.png	no	99.99%	
unlabelled/4144.png	no	99.99%	
unlabelled/7514.png	no	100.00%	
unlabelled/2658.png	no	100.00%	
unlabelled/8102.png	no	100.00%	
unlabelled/4188.png	no	100.00%	
unlabelled/3499.png	other	99.99%	
unlabelled/6067.png	no	99.99%	
unlabelled/6183.png	other	100.00%	
unlabelled/4936.png	no	99.99%	
unlabelled/4481.png	no	99.99%	
unlabelled/5700.png	no	99.99%	
unlabelled/6963.png	no	99.96%	
unlabelled/3889.png	no	99.99%	
unlabelled/3486.png	no	99.99%	
unlabelled/6569.png	no	99.97%	
unlabelled/4150.png	yes	100.00%	
unlabelled/5083.png	no	99.99%	
unlabelled/2686.png	no	99.99%	
unlabelled/7437.png	no	99.99%	
unlabelled/3888.png	yes	100.00%	
unlabelled/5103.png	other	100.00%	
unlabelled/6557.png	no	99.99%	
unlabelled/2962.png	other	100.00%	
unlabelled/2481.png	no	99.98%	
unlabelled/6920.png	other	100.00%	
unlabelled/7128.png	yes	100.00%	
unlabelled/3933.png	no	99.99%	
unlabelled/7899.png	no	99.99%	
unlabelled/8368.png	no	99.99%	
unlabelled/5207.png	no	99.99%	
unlabelled/3895.png	no	100.00%	
unlabelled/6529.png	no	99.99%	
unlabelled/7432.png	no	100.00%	
unlabelled/3573.png	no	99.99%	
unlabelled/2062.png	no	100.00%	
unlabelled/5368.png	no	99.99%	
unlabelled/4252.png	no	100.00%	
unlabelled/6249.png	yes	100.00%	
unlabelled/2996.png	no	99.99%	
unlabelled/3527.png	no	99.98%	
unlabelled/2975.png	no	99.99%	
unlabelled/5239.png	no	99.99%	
unlabelled/2426.png	no	99.97%	
unlabelled/2836.png	yes	100.00%	
unlabelled/3525.png	no	100.00%	
unlabelled/6579.png	other	100.00%	
unlabelled/3545.png	yes	100.00%	
unlabelled/2465.png	other	100.00%	
unlabelled/7751.png	no	99.99%	
unlabelled/4242.png	no	100.00%	
unlabelled/8441.png	no	99.99%	
unlabelled/5536.png	no	100.00%	
unlabelled/8158.png	yes	100.00%	
unlabelled/7957.png	other	100.00%	
unlabelled/8237.png	other	100.00%	
unlabelled/2472.png	other	100.00%	
unlabelled/3682.png	no	99.99%	
unlabelled/7647.png	no	100.00%	
unlabelled/4393.png	no	100.00%	
unlabelled/8340.png	no	99.99%	
unlabelled/2038.png	no	100.00%	
unlabelled/2129.png	no	99.99%	
unlabelled/5740.png	other	100.00%	
unlabelled/5686.png	no	99.99%	
unlabelled/2716.png	no	99.98%	
unlabelled/6533.png	no	99.99%	
unlabelled/7526.png	no	100.00%	
unlabelled/4502.png	no	99.99%	
unlabelled/8361.png	yes	100.00%	
unlabelled/8038.png	other	100.00%	
unlabelled/7826.png	no	100.00%	
unlabelled/2452.png	no	99.99%	
unlabelled/8478.png	other	100.00%	
unlabelled/7527.png	yes	99.99%	
unlabelled/2667.png	other	100.00%	
unlabelled/3663.png	no	100.00%	
unlabelled/3235.png	yes	100.00%	
unlabelled/5355.png	no	99.98%	
unlabelled/3315.png	other	100.00%	
unlabelled/6790.png	no	99.99%	
unlabelled/5813.png	no	99.99%	
unlabelled/7954.png	no	100.00%	
unlabelled/3910.png	no	100.00%	
unlabelled/5399.png	no	99.93%	
unlabelled/6768.png	no	99.93%	
unlabelled/3442.png	yes	100.00%	
unlabelled/7932.png	no	99.99%	
unlabelled/4729.png	no	100.00%	
unlabelled/7615.png	no	99.99%	
unlabelled/2353.png	no	100.00%	
unlabelled/6479.png	other	99.99%	
unlabelled/6991.png	other	99.49%	
unlabelled/8162.png	no	99.99%	
unlabelled/3470.png	no	99.99%	
unlabelled/2920.png	no	99.99%	
unlabelled/7676.png	no	100.00%	
unlabelled/6120.png	no	100.00%	
unlabelled/4396.png	no	99.99%	
unlabelled/4685.png	yes	99.99%	
unlabelled/4708.png	no	99.97%	
unlabelled/6397.png	no	99.99%	
unlabelled/7679.png	no	99.99%	
unlabelled/5416.png	other	100.00%	
unlabelled/4206.png	no	99.99%	
unlabelled/8293.png	no	100.00%	
unlabelled/4651.png	no	99.99%	
unlabelled/7664.png	yes	99.99%	
unlabelled/7755.png	no	99.99%	
unlabelled/2226.png	no	99.97%	
unlabelled/6553.png	other	100.00%	
unlabelled/2239.png	other	100.00%	
unlabelled/2361.png	no	99.99%	
unlabelled/3254.png	no	100.00%	
unlabelled/5077.png	no	99.99%	
unlabelled/4991.png	other	100.00%	
unlabelled/6939.png	no	99.99%	
unlabelled/3735.png	no	100.00%	
unlabelled/4176.png	no	99.99%	
unlabelled/6420.png	no	100.00%	
unlabelled/5587.png	no	100.00%	
unlabelled/2500.png	no	100.00%	
unlabelled/5858.png	no	100.00%	
unlabelled/8460.png	no	100.00%	
unlabelled/6898.png	no	100.00%	
unlabelled/3039.png	no	100.00%	
unlabelled/7944.png	no	100.00%	
unlabelled/4069.png	no	100.00%	
unlabelled/5277.png	yes	99.97%	
unlabelled/6272.png	no	99.99%	
unlabelled/3006.png	no	99.98%	
unlabelled/3139.png	no	100.00%	
unlabelled/6864.png	yes	100.00%	
unlabelled/7745.png	no	99.99%	
unlabelled/6731.png	no	100.00%	
unlabelled/6014.png	no	99.99%	
unlabelled/6037.png	no	99.99%	
unlabelled/6173.png	no	99.99%	
unlabelled/3481.png	no	100.00%	
unlabelled/2443.png	no	99.99%	
unlabelled/2335.png	no	100.00%	
unlabelled/6808.png	yes	99.99%	
unlabelled/3591.png	no	100.00%	
unlabelled/6437.png	no	100.00%	
unlabelled/4162.png	no	100.00%	
unlabelled/4112.png	no	100.00%	
unlabelled/7624.png	yes	98.54%	
unlabelled/5132.png	no	100.00%	
unlabelled/4813.png	no	100.00%	
unlabelled/4512.png	no	100.00%	
unlabelled/4644.png	yes	100.00%	
unlabelled/5532.png	other	100.00%	
unlabelled/3491.png	yes	99.99%	
unlabelled/2134.png	no	100.00%	
unlabelled/7991.png	no	99.99%	
unlabelled/5291.png	no	99.99%	
unlabelled/4519.png	no	99.95%	
unlabelled/8269.png	no	99.99%	
unlabelled/7020.png	no	99.99%	
unlabelled/4073.png	no	99.99%	
unlabelled/5805.png	no	100.00%	
unlabelled/5906.png	yes	100.00%	
unlabelled/2745.png	no	100.00%	
unlabelled/5859.png	no	100.00%	
unlabelled/5852.png	no	99.54%	
unlabelled/8304.png	no	100.00%	
unlabelled/3839.png	no	99.99%	
unlabelled/2282.png	no	100.00%	
unlabelled/2304.png	other	100.00%	
unlabelled/2656.png	no	99.99%	
unlabelled/5316.png	no	100.00%	
unlabelled/4420.png	no	100.00%	
unlabelled/3538.png	other	100.00%	
unlabelled/7862.png	no	100.00%	
unlabelled/4111.png	no	99.79%	
unlabelled/2276.png	other	100.00%	
unlabelled/5679.png	no	99.99%	
unlabelled/5713.png	no	100.00%	
unlabelled/4763.png	no	99.99%	
unlabelled/5300.png	no	99.99%	
unlabelled/2288.png	no	100.00%	
unlabelled/8020.png	no	100.00%	
unlabelled/7713.png	no	100.00%	
unlabelled/4969.png	other	100.00%	
unlabelled/8297.png	no	99.99%	
unlabelled/5163.png	no	100.00%	
unlabelled/2449.png	no	100.00%	
unlabelled/7567.png	no	99.99%	
unlabelled/6746.png	no	99.89%	
unlabelled/8337.png	no	100.00%	
unlabelled/6114.png	no	100.00%	
unlabelled/6718.png	no	99.99%	
unlabelled/2010.png	no	99.98%	
unlabelled/4983.png	no	99.99%	
unlabelled/3944.png	no	99.93%	
unlabelled/4514.png	other	99.99%	
unlabelled/7980.png	no	99.99%	
unlabelled/5046.png	other	100.00%	
unlabelled/4321.png	no	100.00%	
unlabelled/3273.png	other	100.00%	
unlabelled/6675.png	no	99.99%	
unlabelled/3945.png	no	99.99%	
unlabelled/8431.png	other	100.00%	
unlabelled/4004.png	other	100.00%	
unlabelled/7003.png	no	99.99%	
unlabelled/8078.png	no	99.99%	
unlabelled/5982.png	no	99.99%	
unlabelled/4089.png	other	100.00%	
unlabelled/5572.png	no	99.99%	
unlabelled/5958.png	no	100.00%	
unlabelled/7296.png	other	100.00%	
unlabelled/7698.png	no	99.98%	
unlabelled/3629.png	no	99.99%	
unlabelled/3055.png	yes	100.00%	
unlabelled/3019.png	yes	100.00%	
unlabelled/2600.png	no	99.99%	
unlabelled/4907.png	no	99.99%	
unlabelled/3847.png	no	99.99%	
unlabelled/2838.png	other	100.00%	
unlabelled/8447.png	yes	100.00%	
